Alpine Meadows,0.0679820367591
Blewett Pass,-0.0314336002476
Bumping Ridge,0.807246604096
Bunchgrass Meadow,1.17349534961
Burnt Mountain,0.103925553852
Corral Pass,0.00272825414429
Cougar Mountain,0.0498430202561
Dungeness,-0.071799518424
Elbow Lake,-0.0654249316049
Fish Lake,-0.0159348577276
Green Lake,0.396216120418
Grouse Camp,0.0644034608643
Hart's Pass,-0.037341688748
Huckleberry,0.0501175558505
June Lake,0.221363808488
Lone Pine,0.16342287825
Lost Horse,0.0312107709239
Lyman Lake,-0.218048383003
Meadows Pass,0.176018617186
Morse Lake,0.264646334172
Moses Mountain,-0.0298119155019
Mount Crag,0.161019298463
Mount Gardner,4.52592366492e-05
Mowich,0.00284297522954
Olallie Meadows,0.136874637983
Paradise ,0.118255061738
Park Creek Ridge,-0.0616629893438
Pigtail Peak,0.0942398468177
Pope Ridge,-0.0197238836706
Potato Hill,-0.109491108967
Quartz Peak,-0.109491108967
Rex River,0.17677536898
Salmon Meadows,0.0100080913726
Sasse Ridge,0.0152690645356
Sheep Canyon,-0.524630352584
Skookum Creek,0.236174280479
Spencer Meadow,-0.137753391997
Spirit Lake,0.0479380183668
Stampede Pass,-0.194031924728
Surprise Lakes,0.0692148241447
Swamp Creek,0.197656853442
Thunder Basin,-0.0478076711617
Tinkham Creek,0.0285006700444
Touchet,-0.0391618034355
Trough,0.0531769290953
Upper Wheeler,0.0119709221454
Waterhole,0.421157732012
Wells Creek,0.117237788951
White Pass ES,0.044909180386
